0,0,,
8185,0,,
8186,0,,
8187,0,,
8188,0,,
8189,0,,
8190,0,,
8191,0,,
8192,0,,
8193,0,,
8194,0,,
8195,0,,
8196,0,,
8197,0,,
8198,0,,
8199,0,,
8200,0,,
8201,0,,
8202,0,,
8203,0,,
8204,0,,
8205,0,,
8206,0,,
8207,0,,
8208,0,,
8209,0,,
8210,0,,
8211,0,,
8212,0,,
8213,0,,
8214,0,,
8215,0,,
8216,0,,
8217,0,,
8218,0,,
8219,0,,
8220,0,,
8221,0,,
8222,0,,
8223,0,,
8224,0,,
8225,0,,
8226,0,,
8227,0,,
8228,0,,
8229,0,,
8230,0,,
8231,0,,
8232,0,,
8233,0,,
8234,0,,
8235,0,,
8236,0,,
8237,0,,
8238,0,,
8239,0,,
8240,0,,
8241,0,,
8242,0,,
8243,0,,
8244,0,,
8245,0,,
8246,0,,
8247,0,,
8248,0,,
8249,0,,
8250,0,,
8251,0,,
8252,0,,
8253,0,,
8254,0,,
8255,0,,
8256,0,,
8257,0,,
8258,0,,
8259,0,,
8260,0,,
8261,0,,
8262,0,,
8263,0,,
8264,0,,
8265,0,,
8266,0,,
8267,0,,
8268,0,,
8269,0,,
8270,0,,
8271,0,,
8272,0,,
8273,0,,
8274,0,,
8275,0,,
8276,0,,
8277,0,,
8278,0,,
8279,0,,
8280,0,,
8281,0,,
8282,0,,
8283,0,,
8284,0,,
8285,0,,
8286,0,,
8287,0,,
8288,0,,
8289,0,,
8290,0,,
8291,0,,
8292,0,,
8293,0,,
8294,0,,
8295,0,,
8296,0,,
8297,0,,
8298,0,,
8299,0,,
8300,0,,
8301,0,,
8302,0,,
8303,0,,
8304,0,,
8305,0,,
8306,0,,
8307,0,,
8308,0,,
8309,0,,
8310,0,,
8311,0,,
8312,0,,
8313,0,,
8314,0,,
8315,0,,
8316,0,,
8317,0,,
8318,0,,
8319,0,,
8320,0,,
8321,0,,
8322,0,,
8323,0,,
8324,0,,
8325,0,,
8326,0,,
8327,0,,
8328,0,,
8329,0,,
8330,0,,
8331,0,,
8332,0,,
8333,0,,
8334,0,,
8335,0,,
8336,0,,
8337,0,,
8338,0,,
8339,0,,
8340,0,,
8341,0,,
8342,0,,
8343,0,,
8344,0,,
8345,0,,
8346,0,,
8347,0,,
8348,0,,
8349,0,,
8350,0,,
8351,0,,
8352,0,,
8353,0,,
8354,0,,
8355,0,,
8356,0,,
8357,0,,
8358,0,,
8359,0,,
8360,0,,
8361,0,,
8362,0,,
8363,0,,
8364,0,,
8365,0,,
8366,0,,
8367,0,,
8368,0,,
8369,0,,
8370,0,,
8371,0,,
8372,0,,
8373,0,,
8374,0,,
8375,0,,
8376,0,,
8377,0,,
8378,0,,
8379,0,,
8380,0,,
8381,0,,
8382,0,,
8383,0,,
8384,0,,
8385,0,,
8386,0,,
8387,0,,
8388,0,,
8389,0,,
8390,0,,
8391,0,,
8392,0,,
8393,0,,
8394,0,,
8395,0,,
8396,0,,
8397,0,,
8398,0,,
8399,0,,
8400,0,,
8401,0,,
8402,0,,
8403,0,,
8404,0,,
8405,0,,
8406,0,,
8407,0,,
8408,0,,
8409,0,,
8410,0,,
8411,0,,
8412,0,,
8413,0,,
8414,0,,
8415,0,,
8416,0,,
8417,0,,
8418,0,,
8419,0,,
8420,0,,
8421,0,,
8422,0,,
8423,0,,
8424,0,,
8425,0,,
8426,0,,
8427,0,,
8428,0,,
8429,0,,
8430,0,,
8431,0,,
8432,0,,
8433,0,,
8434,0,,
8435,0,,
8436,0,,
8437,0,,
8438,0,,
8439,0,,
8440,0,,
8441,0,,
8442,0,,
8443,0,,
8444,0,,
8445,0,,
8446,0,,
8447,0,,
8448,0,,
8449,0,,
8450,0,,
8451,0,,
8452,0,,
8453,0,,
8454,0,,
8455,0,,
8456,0,,
8457,0,,
8458,0,,
8459,0,,
8460,0,,
8461,0,,
8462,0,,
8463,0,,
8464,0,,
8465,0,,
8466,0,,
8467,0,,
8468,0,,
8469,0,,
8470,0,,
8471,0,,
8472,0,,
8473,0,,
8474,0,,
8475,0,,
8476,0,,
8477,0,,
8478,0,,
8479,0,,
8480,0,,
8481,0,,
8482,0,,
8483,0,,
8484,0,,
8485,0,,
8486,0,,
8487,0,,
8488,0,,
8489,0,,
8490,0,,
8491,0,,
8492,0,,
8493,0,,
8494,0,,
8495,0,,
8496,0,,
8497,0,,
8498,0,,
8499,0,,
8500,0,,
8501,0,,
8502,0,,
8503,0,,
8504,0,,
8505,0,,
8506,0,,
8507,0,,
8508,0,,
8509,0,,
8510,0,,
8511,0,,
8512,0,,
8513,0,,
8514,0,,
8515,0,,
8516,0,,
8517,0,,
8518,0,,
8519,0,,
8520,0,,
8521,0,,
8522,0,,
8523,0,,
8524,0,,
8525,0,,
8526,0,,
8527,0,,
8528,0,,
8529,0,,
8530,0,,
8531,0,,
8532,0,,
8533,0,,
8534,0,,
8535,0,,
8536,0,,
8537,0,,
8538,0,,
8539,0,,
8540,0,,
8541,0,,
8542,0,,
8543,0,,
8544,0,,
8545,0,,
8546,0,,
8547,0,,
8548,0,,
8549,0,,
8550,0,,
8551,0,,
8552,0,,
8553,0,,
8554,0,,
8555,0,,
8556,0,,
8557,0,,
8558,0,,
8559,0,,
8560,0,,
8561,0,,
8562,0,,
8563,0,,
8564,0,,
8565,0,,
8566,0,,
8567,0,,
8568,0,,
8569,0,,
8570,0,,
8571,0,,
8572,0,,
8573,0,,
8574,0,,
8575,0,,
8576,0,,
8577,0,,
8578,0,,
8579,0,,
8580,0,,
8581,0,,
8582,0,,
8583,0,,
8584,0,,
8585,0,,
8586,0,,
8587,0,,
8588,0,,
8589,0,,
8590,0,,
8591,0,,
8592,0,,
8593,0,,
8594,0,,
8595,0,,
8596,0,,
8597,0,,
8598,0,,
8599,0,,
8600,0,,
8601,0,,
8602,0,,
8603,0,,
8604,0,,
8605,0,,
8606,0,,
8607,0,,
8608,0,,
8609,0,,
8610,0,,
8611,0,,
8612,0,,
8613,0,,
8614,0,,
8615,0,,
8616,0,,
8617,0,,
8618,0,,
8619,0,,
8620,0,,
8621,0,,
8622,0,,
8623,0,,
8624,0,,
8625,0,,
8626,0,,
8627,0,,
8628,0,,
8629,0,,
8630,0,,
8631,0,,
8632,0,,
8633,0,,
8634,0,,
8635,0,,
8636,0,,
8637,0,,
8638,0,,
8639,0,,
8640,0,,
8641,0,,
8642,0,,
8643,0,,
8644,0,,
8645,0,,
8646,0,,
8647,0,,
8648,0,,
8649,0,,
8650,0,,
8651,0,,
8652,0,,
8653,0,,
8654,0,,
8655,0,,
8656,0,,
8657,0,,
8658,0,,
8659,0,,
8660,0,,
8661,0,,
8662,0,,
8663,0,,
8664,0,,
8665,0,,
8666,0,,
8667,0,,
8668,0,,
8669,0,,
8670,0,,
8671,0,,
8672,0,,
8673,0,,
8674,0,,
8675,0,,
8676,0,,
8677,0,,
8678,0,,
8679,0,,
8680,0,,
8681,0,,
8682,0,,
8683,0,,
8684,0,,
8685,0,,
8686,0,,
8687,0,,
8688,0,,
8689,0,,
8690,0,,
8691,0,,
8692,0,,
8693,0,,
8694,0,,
8695,0,,
8696,0,,
8697,0,,
8698,0,,
8699,0,,
8700,0,,
8701,0,,
8702,0,,
8703,0,,
8704,0,,
8705,0,,
8706,0,,
8707,0,,
8708,0,,
8709,0,,
8710,0,,
8711,0,,
8712,0,,
8713,0,,
8714,0,,
8715,0,,
8716,0,,
8717,0,,
8718,0,,
8719,0,,
8720,0,,
8721,0,,
8722,0,,
8723,0,,
8724,0,,
8725,0,,
8726,0,,
8727,0,,
8728,0,,
8729,0,,
8730,0,,
8731,0,,
8732,0,,
8733,0,,
8734,0,,
8735,0,,
8736,0,,
8737,0,,
8738,0,,
8739,0,,
8740,0,,
8741,0,,
8742,0,,
8743,0,,
8744,0,,
8745,0,,
8746,0,,
8747,0,,
8748,0,,
8749,0,,
8750,0,,
8751,0,,
8752,0,,
8753,0,,
8754,0,,
8755,0,,
8756,0,,
8757,0,,
8758,0,,
8759,0,,
8760,0,,
8761,0,,
8762,0,,
8763,0,,
8764,0,,
8765,0,,
8766,0,,
8767,0,,
8768,0,,
8769,0,,
8770,0,,
8771,0,,
8772,0,,
8773,0,,
8774,0,,
8775,0,,
8776,0,,
8777,0,,
8778,0,,
8779,0,,
8780,0,,
8781,0,,
8782,0,,
8783,0,,
8784,0,,
8785,0,,
8786,0,,
8787,0,,
8788,0,,
8789,0,,
8790,0,,
8791,0,,
8792,0,,
8793,0,,
8794,0,,
8795,0,,
8796,0,,
8797,0,,
8798,0,,
8799,0,,
8800,0,,
8801,0,,
8802,0,,
8803,0,,
8804,0,,
8805,0,,
8806,0,,
8807,0,,
8808,0,,
8809,0,,
8810,0,,
8811,0,,
8812,0,,
8813,0,,
8814,0,,
8815,0,,
8816,0,,
8817,0,,
8818,0,,
8819,0,,
8820,0,,
8821,0,,
8822,0,,
8823,0,,
8824,0,,
8825,0,,
8826,0,,
8827,0,,
8828,0,,
8829,0,,
8830,0,,
8831,0,,
8832,0,,
8833,0,,
8834,0,,
8835,0,,
8836,0,,
8837,0,,
8838,0,,
8839,0,,
8840,0,,
8841,0,,
8842,0,,
8843,0,,
8844,0,,
8845,0,,
8846,0,,
8847,0,,
8848,0,,
8849,0,,
8850,0,,
8851,0,,
8852,0,,
8853,0,,
8854,0,,
8855,0,,
8856,0,,
8857,0,,
8858,0,,
8859,0,,
8860,0,,
8861,0,,
8862,0,,
8863,0,,
8864,0,,
8865,0,,
8866,0,,
8867,0,,
8868,0,,
8869,0,,
8870,0,,
8871,0,,
8872,0,,
8873,0,,
8874,0,,
8875,0,,
8876,0,,
8877,0,,
8878,0,,
8879,0,,
8880,0,,
8881,0,,
8882,0,,
8883,0,,
8884,0,,
8885,0,,
8886,0,,
8887,0,,
8888,0,,
8889,0,,
8890,0,,
8891,0,,
8892,0,,
8893,0,,
8894,0,,
8895,0,,
8896,0,,
8897,0,,
8898,0,,
8899,0,,
8900,0,,
8901,0,,
8902,0,,
8903,0,,
8904,0,,
8905,0,,
8906,0,,
8907,0,,
8908,0,,
8909,0,,
8910,0,,
8911,0,,
8912,0,,
8913,0,,
8914,0,,
8915,0,,
8916,0,,
8917,0,,
8918,0,,
8919,0,,
8920,0,,
8921,0,,
8922,0,,
8923,0,,
8924,0,,
8925,0,,
8926,0,,
8927,0,,
8928,0,,
8929,0,,
8930,0,,
8931,0,,
8932,0,,
8933,0,,
8934,0,,
8935,0,,
8936,0,,
8937,0,,
8938,0,,
8939,0,,
8940,0,,
8941,0,,
8942,0,,
8943,0,,
8944,0,,
8945,0,,
8946,0,,
8947,0,,
8948,0,,
8949,0,,
8950,0,,
8951,0,,
8952,0,,
8953,0,,
8954,0,,
8955,0,,
8956,0,,
8957,0,,
8958,0,,
8959,0,,
8960,0,,
8961,0,,
8962,0,,
8963,0,,
8964,0,,
8965,0,,
8966,0,,
8967,0,,
8968,0,,
8969,0,,
8970,0,,
8971,0,,
8972,0,,
8973,0,,
8974,0,,
8975,0,,
8976,0,,
8977,0,,
8978,0,,
8979,0,,
8980,0,,
8981,0,,
8982,0,,
8983,0,,
8984,0,,
8985,0,,
8986,0,,
8987,0,,
8988,0,,
8989,0,,
8990,0,,
8991,0,,
8992,0,,
8993,0,,
8994,0,,
8995,0,,
8996,0,,
8997,0,,
8998,0,,
8999,0,,
9000,0,,
9001,0,,
9002,0,,
9003,0,,
9004,0,,
9005,0,,
9006,0,,
9007,0,,
9008,0,,
9009,0,,
9010,0,,
9011,0,,
9012,0,,
9013,0,,
9014,0,,
9015,0,,
9016,0,,
9017,0,,
9018,0,,
9019,0,,
9020,0,,
9021,0,,
9022,0,,
9023,0,,
9024,0,,
9025,0,,
9026,0,,
9027,0,,
9028,0,,
9029,0,,
9030,0,,
9031,0,,
9032,0,,
9033,0,,
9034,0,,
9035,0,,
9036,0,,
9037,0,,
9038,0,,
9039,0,,
9040,0,,
9041,0,,
9042,0,,
9043,0,,
9044,0,,
9045,0,,
9046,0,,
9047,0,,
9048,0,,
9049,0,,
9050,0,,
9051,0,,
9052,0,,
9053,0,,
9054,0,,
9055,0,,
9056,0,,
9057,0,,
9058,0,,
9059,0,,
9060,0,,
9061,0,,
9062,0,,
9063,0,,
9064,0,,
9065,0,,
9066,0,,
9067,0,,
9068,0,,
9069,0,,
9070,0,,
9071,0,,
9072,0,,
9073,0,,
9074,0,,
9075,0,,
9076,0,,
9077,0,,
9078,0,,
9079,0,,
9080,0,,
9081,0,,
9082,0,,
9083,0,,
9084,0,,
9085,0,,
9086,0,,
9087,0,,
9088,0,,
9089,0,,
9090,0,,
9091,0,,
9092,0,,
9093,0,,
9094,0,,
9095,0,,
9096,0,,
9097,0,,
9098,0,,
9099,0,,
9100,0,,
9101,0,,
9102,0,,
9103,0,,
9104,0,,
9105,0,,
9106,0,,
9107,0,,
9108,0,,
9109,0,,
9110,0,,
9111,0,,
9112,0,,
9113,0,,
9114,0,,
9115,0,,
9116,0,,
9117,0,,
9118,0,,
9119,0,,
9120,0,,
9121,0,,
9122,0,,
9123,0,,
9124,0,,
9125,0,,
9126,0,,
9127,0,,
9128,0,,
9129,0,,
9130,0,,
9131,0,,
9132,0,,
9133,0,,
9134,0,,
9135,0,,
9136,0,,
9137,0,,
9138,0,,
9139,0,,
9140,0,,
9141,0,,
9142,0,,
9143,0,,
9144,0,,
9145,0,,
9146,0,,
9147,0,,
9148,0,,
9149,0,,
9150,0,,
9151,0,,
9152,0,,
9153,0,,
9154,0,,
9155,0,,
9156,0,,
9157,0,,
9158,0,,
9159,0,,
9160,0,,
9161,0,,
9162,0,,
9163,0,,
9164,0,,
9165,0,,
9166,0,,
9167,0,,
9168,0,,
9169,0,,
9170,0,,
9171,0,,
9172,0,,
9173,0,,
9174,0,,
9175,0,,
9176,0,,
9177,0,,
9178,0,,
9179,0,,
9180,0,,
9181,0,,
9182,0,,
9183,0,,
9184,0,,
9185,0,,
9186,0,,
9187,0,,
9188,0,,
9189,0,,
9190,0,,
9191,0,,
9192,0,,
9193,0,,
9194,0,,
9195,0,,
9196,0,,
9197,0,,
9198,0,,
9199,0,,
9200,0,,
9201,0,,
9202,0,,
9203,0,,
9204,0,,
9205,0,,
9206,0,,
9207,0,,
9208,0,,
9209,0,,
9210,0,,
9211,0,,
9212,0,,
9213,0,,
9214,0,,
9215,0,,
9216,0,,
9217,0,,
9218,0,,
9219,0,,
9220,0,,
9221,0,,
9222,0,,
9223,0,,
9224,0,,
9225,0,,
9226,0,,
9227,0,,
9228,0,,
9229,0,,
9230,0,,
9231,0,,
9232,0,,
9233,0,,
9234,0,,
9235,0,,
9236,0,,
9237,0,,
9238,0,,
9239,0,,
9240,0,,
9241,0,,
9242,0,,
9243,0,,
9244,0,,
9245,0,,
9246,0,,
9247,0,,
9248,0,,
9249,0,,
9250,0,,
9251,0,,
9252,0,,
9253,0,,
9254,0,,
9255,0,,
9256,0,,
9257,0,,
9258,0,,
9259,0,,
9260,0,,
9261,0,,
9262,0,,
9263,0,,
9264,0,,
9265,0,,
9266,0,,
9267,0,,
9268,0,,
9269,0,,
9270,0,,
9271,0,,
9272,0,,
9273,0,,
9274,0,,
9275,0,,
9276,0,,
9277,0,,
9278,0,,
9279,0,,
9280,0,,
9281,0,,
9282,0,,
9283,0,,
9284,0,,
9285,0,,
9286,0,,
9287,0,,
9288,0,,
9289,0,,
9290,0,,
9291,0,,
9292,0,,
9293,0,,
9294,0,,
9295,0,,
9296,0,,
9297,0,,
9298,0,,
9299,0,,
9300,0,,
9301,0,,
9302,0,,
9303,0,,
9304,0,,
9305,0,,
9306,0,,
9307,0,,
9308,0,,
9309,0,,
9310,0,,
9311,0,,
9312,0,,
9313,0,,
9314,0,,
9315,0,,
9316,0,,
9317,0,,
9318,0,,
9319,0,,
9320,0,,
9321,0,,
9322,0,,
9323,0,,
9324,0,,
9325,0,,
9326,0,,
9327,0,,
9328,0,,
9329,0,,
9330,0,,
9331,0,,
9332,0,,
9333,0,,
9334,0,,
9335,0,,
9336,0,,
9337,0,,
9338,0,,
9339,0,,
9340,0,,
9341,0,,
9342,0,,
9343,0,,
9344,0,,
9345,0,,
9346,0,,
9347,0,,
9348,0,,
9349,0,,
9350,0,,
9351,0,,
9352,0,,
9353,0,,
9354,0,,
9355,0,,
9356,0,,
9357,0,,
9358,0,,
9359,0,,
9360,0,,
9361,0,,
9362,0,,
9363,0,,
9364,0,,
9365,0,,
9366,0,,
9367,0,,
9368,0,,
9369,0,,
9370,0,,
9371,0,,
9372,0,,
9373,0,,
9374,0,,
9375,0,,
9376,0,,
9377,0,,
9378,0,,
9379,0,,
9380,0,,
9381,0,,
9382,0,,
9383,0,,
9384,0,,
9385,0,,
9386,0,,
9387,0,,
9388,0,,
9389,0,,
9390,0,,
9391,0,,
9392,0,,
9393,0,,
9394,0,,
9395,0,,
9396,0,,
9397,0,,
9398,0,,
9399,0,,
9400,0,,
9401,0,,
9402,0,,
9403,0,,
9404,0,,
9405,0,,
9406,0,,
9407,0,,
9408,0,,
9409,0,,
9410,0,,
9411,0,,
9412,0,,
9413,0,,
9414,0,,
9415,0,,
9416,0,,
9417,0,,
9418,0,,
9419,0,,
9420,0,,
9421,0,,
9422,0,,
9423,0,,
9424,0,,
9425,0,,
9426,0,,
9427,0,,
9428,0,,
9429,0,,
9430,0,,
9431,0,,
9432,0,,
9433,0,,
9434,0,,
9435,0,,
9436,0,,
9437,0,,
9438,0,,
9439,0,,
9440,0,,
9441,0,,
9442,0,,
9443,0,,
9444,0,,
9445,0,,
9446,0,,
9447,0,,
9448,0,,
9449,0,,
9450,0,,
9451,0,,
9452,0,,
9453,0,,
9454,0,,
9455,0,,
9456,0,,
9457,0,,
9458,0,,
9459,0,,
9460,0,,
9461,0,,
9462,0,,
9463,0,,
9464,0,,
9465,0,,
9466,0,,
9467,0,,
9468,0,,
9469,0,,
9470,0,,
9471,0,,
9472,0,,
9473,0,,
9474,0,,
9475,0,,
9476,0,,
9477,0,,
9478,0,,
9479,0,,
9480,0,,
9481,0,,
9482,0,,
9483,0,,
9484,0,,
9485,0,,
9486,0,,
9487,0,,
9488,0,,
9489,0,,
9490,0,,
9491,0,,
9492,0,,
9493,0,,
9494,0,,
9495,0,,
9496,0,,
9497,0,,
9498,0,,
9499,0,,
9500,0,,
9501,0,,
9502,0,,
9503,0,,
9504,0,,
9505,0,,
9506,0,,
9507,0,,
9508,0,,
9509,0,,
9510,0,,
9511,0,,
9512,0,,
9513,0,,
9514,0,,
9515,0,,
9516,0,,
9517,0,,
9518,0,,
9519,0,,
9520,0,,
9521,0,,
9522,0,,
9523,0,,
9524,0,,
9525,0,,
9526,0,,
9527,0,,
9528,0,,
9529,0,,
9530,0,,
9531,0,,
9532,0,,
9533,0,,
9534,0,,
9535,0,,
9536,0,,
9537,0,,
9538,0,,
9539,0,,
9540,0,,
9541,0,,
9542,0,,
9543,0,,
9544,0,,
9545,0,,
9546,0,,
9547,0,,
9548,0,,
9549,0,,
9550,0,,
9551,0,,
9552,0,,
9553,0,,
9554,0,,
9555,0,,
9556,0,,
9557,0,,
9558,0,,
9559,0,,
9560,0,,
9561,0,,
9562,0,,
9563,0,,
9564,0,,
9565,0,,
9566,0,,
9567,0,,
9568,0,,
9569,0,,
9570,0,,
9571,0,,
9572,0,,
9573,0,,
9574,0,,
9575,0,,
9576,0,,
9577,0,,
9578,0,,
9579,0,,
9580,0,,
9581,0,,
9582,0,,
9583,0,,
9584,0,,
9585,0,,
9586,0,,
9587,0,,
9588,0,,
9589,0,,
9590,0,,
9591,0,,
9592,0,,
9593,0,,
9594,0,,
9595,0,,
9596,0,,
9597,0,,
9598,0,,
9599,0,,
9600,0,,
9601,0,,
9602,0,,
9603,0,,
9604,0,,
9605,0,,
9606,0,,
9607,0,,
9608,0,,
9609,0,,
9610,0,,
9611,0,,
9612,0,,
9613,0,,
9614,0,,
9615,0,,
9616,0,,
9617,0,,
9618,0,,
9619,0,,
9620,0,,
9621,0,,
9622,0,,
9623,0,,
9624,0,,
9625,0,,
9626,0,,
9627,0,,
9628,0,,
9629,0,,
9630,0,,
9631,0,,
9632,0,,
9633,0,,
9634,0,,
9635,0,,
9636,0,,
9637,0,,
9638,0,,
9639,0,,
9640,0,,
9641,0,,
9642,0,,
9643,0,,
9644,0,,
9645,0,,
9646,0,,
9647,0,,
9648,0,,
9649,0,,
9650,0,,
9651,0,,
9652,0,,
9653,0,,
9654,0,,
9655,0,,
9656,0,,
9657,0,,
9658,0,,
9659,0,,
9660,0,,
9661,0,,
9662,0,,
9663,0,,
9664,0,,
9665,0,,
9666,0,,
9667,0,,
9668,0,,
9669,0,,
9670,0,,
9671,0,,
9672,0,,
9673,0,,
9674,0,,
9675,0,,
9676,0,,
9677,0,,
9678,0,,
9679,0,,
9680,0,,
9681,0,,
9682,0,,
9683,0,,
9684,0,,
9685,0,,
9686,0,,
9687,0,,
9688,0,,
9689,0,,
9690,0,,
9691,0,,
9692,0,,
9693,0,,
9694,0,,
9695,0,,
9696,0,,
9697,0,,
9698,0,,
9699,0,,
9700,0,,
9701,0,,
9702,0,,
9703,0,,
9704,0,,
9705,0,,
9706,0,,
9707,0,,
9708,0,,
9709,0,,
9710,0,,
9711,0,,
9712,0,,
9713,0,,
9714,0,,
9715,0,,
9716,0,,
9717,0,,
9718,0,,
9719,0,,
9720,0,,
9721,0,,
9722,0,,
9723,0,,
9724,0,,
9725,0,,
9726,0,,
9727,0,,
9728,0,,
9729,0,,
9730,0,,
9731,0,,
9732,0,,
9733,0,,
9734,0,,
9735,0,,
9736,0,,
9737,0,,
9738,0,,
9739,0,,
9740,0,,
9741,0,,
9742,0,,
9743,0,,
9744,0,,
9745,0,,
9746,0,,
9747,0,,
9748,0,,
9749,0,,
9750,0,,
9751,0,,
9752,0,,
9753,0,,
9754,0,,
9755,0,,
9756,0,,
9757,0,,
9758,0,,
9759,0,,
9760,0,,
9761,0,,
9762,0,,
9763,0,,
9764,0,,
9765,0,,
9766,0,,
9767,0,,
9768,0,,
9769,0,,
9770,0,,
9771,0,,
9772,0,,
9773,0,,
9774,0,,
9775,0,,
9776,0,,
9777,0,,
9778,0,,
9779,0,,
9780,0,,
9781,0,,
9782,0,,
9783,0,,
9784,0,,
9785,0,,
9786,0,,
9787,0,,
9788,0,,
9789,0,,
9790,0,,
9791,0,,
9792,0,,
9793,0,,
9794,0,,
9795,0,,
9796,0,,
9797,0,,
9798,0,,
9799,0,,
9800,0,,
9801,0,,
9802,0,,
9803,0,,
9804,0,,
9805,0,,
9806,0,,
9807,0,,
9808,0,,
9809,0,,
9810,0,,
9811,0,,
9812,0,,
9813,0,,
9814,0,,
9815,0,,
9816,0,,
9817,0,,
9818,0,,
9819,0,,
9820,0,,
9821,0,,
9822,0,,
9823,0,,
9824,0,,
9825,0,,
9826,0,,
9827,0,,
9828,0,,
9829,0,,
9830,0,,
9831,0,,
9832,0,,
9833,0,,
9834,0,,
9835,0,,
9836,0,,
9837,0,,
9838,0,,
9839,0,,
9840,0,,
9841,0,,
9842,0,,
9843,0,,
9844,0,,
9845,0,,
9846,0,,
9847,0,,
9848,0,,
9849,0,,
9850,0,,
9851,0,,
9852,0,,
9853,0,,
9854,0,,
9855,0,,
9856,0,,
9857,0,,
9858,0,,
9859,0,,
9860,0,,
9861,0,,
9862,0,,
9863,0,,
9864,0,,
9865,0,,
9866,0,,
9867,0,,
9868,0,,
9869,0,,
9870,0,,
9871,0,,
9872,0,,
9873,0,,
9874,0,,
9875,0,,
9876,0,,
9877,0,,
9878,0,,
9879,0,,
9880,0,,
9881,0,,
9882,0,,
9883,0,,
9884,0,,
9885,0,,
9886,0,,
9887,0,,
9888,0,,
9889,0,,
9890,0,,
9891,0,,
9892,0,,
9893,0,,
9894,0,,
9895,0,,
9896,0,,
9897,0,,
9898,0,,
9899,0,,
9900,0,,
9901,0,,
9902,0,,
9903,0,,
9904,0,,
9905,0,,
9906,0,,
9907,0,,
9908,0,,
9909,0,,
9910,0,,
9911,0,,
9912,0,,
9913,0,,
9914,0,,
9915,0,,
9916,0,,
9917,0,,
9918,0,,
9919,0,,
9920,0,,
9921,0,,
9922,0,,
9923,0,,
9924,0,,
9925,0,,
9926,0,,
9927,0,,
9928,0,,
9929,0,,
9930,0,,
9931,0,,
9932,0,,
9933,0,,
9934,0,,
9935,0,,
9936,0,,
9937,0,,
9938,0,,
9939,0,,
9940,0,,
9941,0,,
9942,0,,
9943,0,,
9944,0,,
9945,0,,
9946,0,,
9947,0,,
9948,0,,
9949,0,,
9950,0,,
9951,0,,
9952,0,,
9953,0,,
9954,0,,
9955,0,,
9956,0,,
9957,0,,
9958,0,,
9959,0,,
9960,0,,
9961,0,,
9962,0,,
9963,0,,
9964,0,,
9965,0,,
9966,0,,
9967,0,,
9968,0,,
9969,0,,
9970,0,,
9971,0,,
9972,0,,
9973,0,,
9974,0,,
9975,0,,
9976,0,,
9977,0,,
9978,0,,
9979,0,,
9980,0,,
9981,0,,
9982,0,,
9983,0,,
9984,0,,
9985,0,,
9986,0,,
9987,0,,
9988,0,,
9989,0,,
9990,0,,
9991,0,,
9992,0,,
9993,0,,
9994,0,,
9995,0,,
9996,0,,
9997,0,,
9998,0,,
9999,0,,
